Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
14.6,62,1.2,0.19,3.0,4.0,2.0,0.0,3.0,761
15.7,58,1.3,0.69,3.0,4.0,2.0,0.0,3.0,552
17.5,55,2.1,1.35,3.0,4.0,,0.0,3.0,643
19.9,44,2.7,2.22,3.0,4.0,,0.0,3.0,813
20.9,44,4.7,2.66,3.0,4.0,,0.0,3.0,789
21.1,42,4.3,2.49,3.0,4.0,,0.0,3.0,878
21.7,39,3.3,2.09,3.0,4.0,,0.0,3.0,1025
21.7,41,3.2,1.91,3.0,4.0,,0.0,3.0,1049
20.5,49,3.5,1.18,3.0,4.0,4.0,0.0,3.0,1325
19.2,53,2.4,0.58,3.0,4.0,4.0,0.0,3.0,2100
17.9,54,2.9,0.04,3.0,4.0,4.0,0.0,3.0,1478
17.2,60,2.5,0.0,3.0,4.0,4.0,0.0,3.0,1275
16.8,67,2.0,0.0,3.0,4.0,4.0,0.0,3.0,1181
16.2,71,2.0,0.0,3.0,4.0,4.0,0.0,3.0,983
16.1,69,1.8,0.0,3.0,4.0,1.0,0.0,3.0,587
16.0,69,2.4,0.0,3.0,5.0,1.0,0.0,3.0,466
16.3,68,2.1,0.0,3.0,5.0,1.0,0.0,3.0,355
16.5,68,1.3,0.0,3.0,5.0,1.0,0.0,3.0,203
16.5,69,2.4,0.0,3.0,5.0,1.0,0.0,3.0,51
15.1,86,2.1,0.0,3.0,5.0,1.0,0.0,3.0,9
14.5,94,2.0,0.0,3.0,5.0,1.0,0.0,3.0,8
14.4,96,0.7,0.0,3.0,5.0,1.0,0.0,3.0,10
14.3,97,0.3,0.0,3.0,5.0,2.0,0.0,3.0,15
14.1,97,1.1,0.0,3.0,5.0,2.0,0.0,3.0,39
14.1,98,1.1,0.06,3.0,5.0,2.0,0.0,3.0,32
14.2,98,1.2,0.14,3.0,5.0,2.0,0.0,3.0,27
13.9,98,1.4,0.13,3.0,5.0,,0.0,3.0,65
13.3,97,2.9,0.19,3.0,5.0,,0.0,3.0,204
12.7,97,2.6,0.23,3.0,5.0,,0.0,3.0,269
12.1,97,2.0,0.2,3.0,5.0,,0.0,3.0,289
11.6,97,3.4,0.26,3.0,5.0,,0.0,3.0,329
10.7,98,1.2,0.14,3.0,5.0,,0.0,3.0,214
10.9,98,1.3,0.09,3.0,5.0,4.0,0.0,3.0,411
10.4,98,2.5,0.03,3.0,5.0,4.0,0.0,3.0,676
10.4,98,2.0,0.0,3.0,5.0,4.0,0.0,3.0,606
10.5,97,1.8,0.0,3.0,5.0,4.0,0.0,3.0,533
10.4,96,2.7,0.0,3.0,5.0,4.0,0.0,3.0,567
9.8,90,3.7,0.0,3.0,5.0,4.0,0.0,3.0,506
9.3,90,4.1,0.0,3.0,5.0,1.0,0.0,3.0,343
8.4,86,2.2,0.0,3.0,6.0,1.0,0.0,3.0,287
7.2,83,2.1,0.0,3.0,6.0,1.0,0.0,3.0,278
6.7,72,2.1,0.0,3.0,6.0,1.0,0.0,3.0,178
6.1,67,2.6,0.0,3.0,6.0,1.0,0.0,3.0,102
5.7,62,2.4,0.0,3.0,6.0,1.0,0.0,3.0,85
5.2,60,2.0,0.0,3.0,6.0,1.0,0.0,3.0,85
4.4,61,1.7,0.0,3.0,6.0,1.0,0.0,3.0,222
3.7,59,2.9,0.0,3.0,6.0,2.0,0.0,3.0,652
3.8,56,2.4,0.32,3.0,6.0,2.0,0.0,3.0,1176
5.2,51,1.7,1.08,3.0,6.0,2.0,0.0,3.0,683
6.7,46,2.2,1.79,3.0,6.0,2.0,0.0,3.0,507
8.2,45,2.4,2.38,3.0,6.0,,0.0,3.0,557
9.4,40,2.6,2.78,3.0,6.0,,0.0,3.0,705
10.4,38,2.4,2.99,3.0,6.0,,0.0,3.0,715
11.0,36,1.8,2.91,3.0,6.0,,0.0,3.0,772
11.9,32,1.9,2.62,3.0,6.0,,0.0,3.0,923
11.6,31,1.4,2.11,3.0,6.0,,0.0,3.0,976
11.2,30,1.5,1.44,3.0,6.0,4.0,0.0,3.0,1160
10.0,33,1.2,0.68,3.0,6.0,4.0,0.0,3.0,1641
8.1,36,1.2,0.06,3.0,6.0,4.0,0.0,3.0,974
6.7,41,1.0,0.0,3.0,6.0,4.0,0.0,3.0,774
5.8,43,1.8,0.0,3.0,6.0,4.0,0.0,3.0,710
4.9,46,0.8,0.0,3.0,6.0,4.0,0.0,3.0,660
4.2,47,1.3,0.0,3.0,6.0,1.0,0.0,3.0,455
3.7,48,1.6,0.0,3.0,7.0,1.0,0.0,3.0,414
3.0,52,0.7,0.0,3.0,7.0,1.0,0.0,3.0,366
2.3,56,0.6,0.0,3.0,7.0,1.0,0.0,3.0,268
1.8,59,0.7,0.0,3.0,7.0,1.0,0.0,3.0,157
1.3,61,0.7,0.0,3.0,7.0,1.0,0.0,3.0,103
1.0,62,0.9,0.0,3.0,7.0,1.0,0.0,3.0,60
0.8,63,1.0,0.0,3.0,7.0,1.0,0.0,3.0,109
0.5,64,0.8,0.01,3.0,7.0,2.0,0.0,3.0,193
1.3,57,1.0,0.32,3.0,7.0,2.0,0.0,3.0,384
3.4,49,1.6,1.03,3.0,7.0,2.0,0.0,3.0,520
6.0,43,1.0,1.69,3.0,7.0,2.0,0.0,3.0,561
8.0,39,1.2,2.26,3.0,7.0,,0.0,3.0,742
10.0,38,1.5,2.51,3.0,7.0,,0.0,3.0,933
10.9,32,1.2,2.22,3.0,7.0,,0.0,3.0,1111
12.1,29,2.3,2.26,3.0,7.0,,0.0,3.0,1294
13.2,23,2.8,2.52,3.0,7.0,,0.0,3.0,1514
13.7,28,2.1,1.88,3.0,7.0,,0.0,3.0,1440
12.1,34,2.5,0.81,3.0,7.0,4.0,0.0,3.0,1272
10.6,42,2.8,0.31,3.0,7.0,4.0,0.0,3.0,934
8.8,49,3.2,0.05,3.0,7.0,4.0,0.0,3.0,718
7.9,54,2.3,0.0,3.0,7.0,4.0,0.0,3.0,688
7.4,54,2.0,0.0,3.0,7.0,4.0,0.0,3.0,624
7.0,55,2.7,0.0,3.0,7.0,4.0,0.0,3.0,562
6.4,59,1.1,0.0,3.0,7.0,1.0,0.0,3.0,422
5.9,56,1.1,0.0,3.0,1.0,1.0,0.0,3.0,407
5.7,55,1.4,0.0,3.0,1.0,1.0,0.0,3.0,309
5.5,56,1.2,0.0,3.0,1.0,1.0,0.0,3.0,226
5.5,57,1.1,0.0,3.0,1.0,1.0,0.0,3.0,174
5.6,55,0.4,0.0,3.0,1.0,1.0,0.0,3.0,106
5.6,55,1.2,0.0,3.0,1.0,1.0,0.0,3.0,67
5.7,54,1.7,0.0,3.0,1.0,1.0,0.0,3.0,73
5.5,58,1.0,0.0,3.0,1.0,2.0,0.0,3.0,152
5.9,58,1.8,0.11,3.0,1.0,2.0,0.0,3.0,293
6.3,53,0.5,0.34,3.0,1.0,2.0,0.0,3.0,398
7.2,53,1.6,0.45,3.0,1.0,2.0,0.0,3.0,460
8.5,49,0.7,0.76,3.0,1.0,,0.0,3.0,587
9.8,46,1.2,1.13,3.0,1.0,,0.0,3.0,751
10.6,43,1.3,1.07,3.0,1.0,,0.0,3.0,881
11.0,41,1.1,0.81,3.0,1.0,,0.0,3.0,993
12.0,37,0.8,1.09,3.0,1.0,,0.0,3.0,1128
12.3,30,1.6,0.94,3.0,1.0,,0.0,3.0,1059
11.1,42,2.2,0.34,3.0,1.0,4.0,0.0,3.0,603
10.4,47,0.4,0.14,3.0,1.0,4.0,0.0,3.0,365
10.0,53,1.7,0.01,3.0,1.0,4.0,0.0,3.0,237
9.2,66,1.1,0.0,3.0,1.0,4.0,0.0,3.0,146
8.8,72,0.9,0.0,3.0,1.0,4.0,0.0,3.0,71
8.1,76,0.8,0.0,3.0,1.0,4.0,0.0,3.0,70
7.4,80,1.3,0.0,3.0,1.0,1.0,0.0,3.0,53
7.0,81,1.1,0.0,3.0,2.0,1.0,0.0,3.0,67
6.7,84,0.8,0.0,3.0,2.0,1.0,0.0,3.0,38
6.6,86,0.6,0.0,3.0,2.0,1.0,0.0,3.0,28
6.5,88,0.9,0.0,3.0,2.0,1.0,0.0,3.0,12
6.3,90,1.0,0.0,3.0,2.0,1.0,0.0,3.0,9
6.2,89,1.5,0.0,3.0,2.0,1.0,0.0,3.0,27
6.5,88,1.2,0.0,3.0,2.0,1.0,0.0,3.0,91
6.5,88,1.4,0.0,3.0,2.0,2.0,0.0,3.0,370
7.3,84,2.2,0.05,3.0,2.0,2.0,0.0,3.0,592
8.2,81,2.7,0.2,3.0,2.0,2.0,0.0,3.0,387
9.1,77,2.7,0.27,3.0,2.0,2.0,0.0,3.0,292
10.2,65,3.3,0.57,3.0,2.0,,0.0,3.0,393
10.2,58,3.5,0.32,3.0,2.0,,0.0,3.0,403
10.1,61,3.7,0.38,3.0,2.0,,0.0,3.0,387
10.1,59,3.3,0.57,3.0,2.0,,0.0,3.0,326
9.8,57,3.0,0.43,3.0,2.0,,0.0,3.0,263
8.9,63,3.0,0.28,3.0,2.0,,0.0,3.0,271
8.5,59,2.7,0.16,3.0,2.0,4.0,0.0,3.0,605
8.6,55,2.4,0.09,3.0,2.0,4.0,0.0,3.0,1200
8.4,51,3.3,0.01,3.0,2.0,4.0,0.0,3.0,818
8.3,47,3.1,0.0,3.0,2.0,4.0,0.0,3.0,711
8.0,47,3.3,0.0,3.0,2.0,4.0,0.0,3.0,731
7.6,48,3.1,0.0,3.0,2.0,4.0,0.0,3.0,565
6.9,44,3.3,0.0,3.0,2.0,1.0,0.0,3.0,382
6.3,42,3.3,0.0,3.0,3.0,1.0,0.0,3.0,297
5.5,42,3.1,0.0,3.0,3.0,1.0,0.0,3.0,243
5.1,44,3.4,0.0,3.0,3.0,1.0,0.0,3.0,165
4.7,44,3.8,0.0,3.0,3.0,1.0,0.0,3.0,95
4.4,44,3.1,0.0,3.0,3.0,1.0,0.0,3.0,69
4.1,42,3.1,0.0,3.0,3.0,1.0,0.0,3.0,92
3.9,43,3.4,0.0,3.0,3.0,1.0,0.0,3.0,235
3.8,44,4.1,0.02,3.0,3.0,2.0,0.0,3.0,677
4.3,43,4.2,0.37,3.0,3.0,2.0,0.0,3.0,1212
5.7,38,3.9,0.98,3.0,3.0,2.0,0.0,3.0,661
7.4,35,3.5,1.81,3.0,3.0,2.0,0.0,3.0,418
8.4,34,3.6,2.36,3.0,3.0,,0.0,3.0,488
9.0,33,3.1,2.59,3.0,3.0,,0.0,3.0,522
8.0,37,3.4,1.96,3.0,3.0,,0.0,3.0,516
7.3,38,3.4,1.6,3.0,3.0,,0.0,3.0,478
6.5,39,3.3,1.21,3.0,3.0,,0.0,3.0,492
5.6,42,4.2,0.81,3.0,3.0,,0.0,3.0,518
4.9,43,4.3,0.42,3.0,3.0,4.0,0.0,3.0,719
4.1,43,3.5,0.21,3.0,3.0,4.0,0.0,3.0,1111
3.2,45,3.7,0.02,3.0,3.0,4.0,0.0,3.0,716
2.7,45,3.3,0.0,3.0,3.0,4.0,0.0,3.0,543
2.3,40,3.3,0.0,3.0,3.0,4.0,0.0,3.0,494
2.0,37,2.7,0.0,3.0,3.0,4.0,0.0,3.0,460
1.8,37,2.3,0.0,3.0,3.0,1.0,0.0,3.0,294
1.6,39,2.3,0.0,3.0,4.0,1.0,0.0,3.0,240
1.5,40,2.8,0.0,3.0,4.0,1.0,0.0,3.0,223
1.4,40,2.9,0.0,3.0,4.0,1.0,0.0,3.0,147
1.3,40,2.1,0.0,3.0,4.0,1.0,0.0,3.0,82
1.3,39,2.3,0.0,3.0,4.0,1.0,0.0,3.0,70
1.3,40,2.3,0.0,3.0,4.0,1.0,0.0,3.0,80
1.4,42,1.7,0.0,3.0,4.0,1.0,0.0,3.0,209
1.4,43,1.5,0.0,3.0,4.0,2.0,0.0,3.0,605
1.6,42,1.8,0.13,3.0,4.0,2.0,0.0,3.0,1097
2.5,40,1.9,0.41,3.0,4.0,2.0,0.0,3.0,614
3.6,37,1.3,0.83,3.0,4.0,2.0,0.0,3.0,374
4.8,35,2.1,1.38,3.0,4.0,,0.0,3.0,339
4.8,51,2.2,1.12,3.0,4.0,,0.0,3.0,333
4.0,64,2.0,0.75,3.0,4.0,,0.0,3.0,196
1.9,89,1.5,0.41,3.0,4.0,,0.0,3.0,117
2.2,85,1.3,0.41,3.0,4.0,,0.0,3.0,184
2.4,79,1.9,0.37,3.0,4.0,,0.0,3.0,241
2.5,78,2.0,0.25,3.0,4.0,4.0,0.0,3.0,319
2.0,77,1.3,0.07,3.0,4.0,4.0,0.0,3.0,615
2.0,81,0.7,0.0,3.0,4.0,4.0,0.0,3.0,402
1.7,85,1.3,0.0,3.0,4.0,4.0,0.0,3.0,120
1.2,92,0.7,0.0,3.0,4.0,4.0,0.0,3.0,231
1.2,87,0.9,0.0,3.0,4.0,4.0,0.0,3.0,320
1.5,86,1.2,0.0,3.0,4.0,1.0,0.0,3.0,226
1.6,86,1.7,0.0,3.0,5.0,1.0,0.0,3.0,243
1.6,85,2.0,0.0,3.0,5.0,1.0,0.0,3.0,247
1.5,86,2.5,0.0,3.0,5.0,1.0,0.0,3.0,173
1.3,87,1.7,0.0,3.0,5.0,1.0,0.0,3.0,107
1.3,87,2.2,0.0,3.0,5.0,1.0,0.0,3.0,75
1.1,88,0.9,0.0,3.0,5.0,1.0,0.0,3.0,81
0.8,88,1.0,0.0,3.0,5.0,1.0,0.0,3.0,212
0.6,85,1.5,0.01,3.0,5.0,2.0,0.0,3.0,600
1.1,79,1.7,0.36,3.0,5.0,2.0,0.0,3.0,1174
2.5,67,1.3,1.11,3.0,5.0,2.0,0.0,3.0,653
4.9,56,1.9,1.76,3.0,5.0,2.0,0.0,3.0,446
6.9,46,2.1,2.33,3.0,5.0,,0.0,3.0,565
8.3,36,2.5,2.7,3.0,5.0,,0.0,3.0,668
9.9,29,3.2,2.91,3.0,5.0,,0.0,3.0,648
11.4,30,3.1,2.82,3.0,5.0,,0.0,3.0,674
10.7,34,4.5,2.51,3.0,5.0,,0.0,3.0,758
10.3,34,3.8,1.93,3.0,5.0,,0.0,3.0,752
9.6,38,3.2,1.35,3.0,5.0,4.0,0.0,3.0,999
7.9,46,3.1,0.58,3.0,5.0,4.0,0.0,3.0,1495
6.2,54,1.8,0.08,3.0,5.0,4.0,0.0,3.0,923
5.1,56,2.0,0.0,3.0,5.0,4.0,0.0,3.0,739
4.5,62,2.0,0.0,3.0,5.0,4.0,0.0,3.0,726
3.9,66,2.7,0.0,3.0,5.0,4.0,0.0,3.0,621
3.4,69,1.1,0.0,3.0,5.0,1.0,0.0,3.0,428
2.9,72,1.3,0.0,3.0,6.0,1.0,0.0,3.0,335
2.5,75,1.5,0.0,3.0,6.0,1.0,0.0,3.0,283
2.2,80,1.4,0.0,3.0,6.0,1.0,0.0,3.0,216
1.9,81,1.1,0.0,3.0,6.0,1.0,0.0,3.0,128
2.0,80,0.8,0.0,3.0,6.0,1.0,0.0,3.0,92
2.2,79,0.8,0.0,3.0,6.0,1.0,0.0,3.0,95
2.3,80,0.7,0.0,3.0,6.0,1.0,0.0,3.0,243
2.5,79,1.4,0.01,3.0,6.0,2.0,0.0,3.0,661
2.6,77,1.3,0.21,3.0,6.0,2.0,0.0,3.0,1216
3.3,72,1.4,0.61,3.0,6.0,2.0,0.0,3.0,664
5.4,64,1.6,1.7,3.0,6.0,2.0,0.0,3.0,461
7.1,50,1.7,2.24,3.0,6.0,,0.0,3.0,584
9.3,37,2.3,2.72,3.0,6.0,,0.0,3.0,690
10.9,36,2.1,2.87,3.0,6.0,,0.0,3.0,682
12.4,33,2.9,2.71,3.0,6.0,,0.0,3.0,758
12.1,30,3.0,2.41,3.0,6.0,,0.0,3.0,849
12.2,24,2.8,1.98,3.0,6.0,,0.0,3.0,901
11.2,27,3.5,1.19,3.0,6.0,4.0,0.0,3.0,1108
9.7,36,3.6,0.37,3.0,6.0,4.0,0.0,3.0,1611
8.3,48,3.0,0.06,3.0,6.0,4.0,0.0,3.0,932
6.7,48,2.6,0.0,3.0,6.0,4.0,0.0,3.0,724
5.8,60,2.2,0.0,3.0,6.0,4.0,0.0,3.0,676
5.3,63,1.8,0.0,3.0,6.0,4.0,0.0,3.0,638
5.0,42,1.7,0.0,3.0,6.0,1.0,0.0,3.0,422
4.7,46,1.7,0.0,3.0,7.0,1.0,0.0,3.0,403
4.7,51,1.1,0.0,3.0,7.0,1.0,0.0,3.0,360
5.0,50,1.7,0.0,3.0,7.0,1.0,0.0,3.0,305
5.0,51,0.8,0.0,3.0,7.0,1.0,0.0,3.0,197
5.1,54,1.2,0.0,3.0,7.0,1.0,0.0,3.0,122
4.7,54,1.3,0.0,3.0,7.0,1.0,0.0,3.0,82
4.2,50,0.6,0.0,3.0,7.0,1.0,0.0,3.0,113
4.0,54,0.9,0.01,3.0,7.0,2.0,0.0,3.0,198
4.5,49,0.4,0.19,3.0,7.0,2.0,0.0,3.0,424
6.5,40,2.5,0.69,3.0,7.0,2.0,0.0,3.0,456
7.2,43,1.5,0.42,3.0,7.0,2.0,0.0,3.0,494
9.0,56,2.0,1.11,3.0,7.0,,0.0,3.0,589
10.6,52,3.1,2.27,3.0,7.0,,0.0,3.0,806
12.4,50,2.5,2.48,3.0,7.0,,0.0,3.0,880
12.7,55,3.4,2.42,3.0,7.0,,0.0,3.0,855
12.4,58,4.1,2.26,3.0,7.0,,0.0,3.0,1025
12.3,61,3.4,1.82,3.0,7.0,,0.0,3.0,947
11.1,66,4.2,1.18,3.0,7.0,4.0,0.0,3.0,916
9.0,76,3.0,0.45,3.0,7.0,4.0,0.0,3.0,736
7.7,80,2.8,0.05,3.0,7.0,4.0,0.0,3.0,521
7.1,83,3.3,0.0,3.0,7.0,4.0,0.0,3.0,513
6.7,84,2.8,0.0,3.0,7.0,4.0,0.0,3.0,487
6.5,85,2.3,0.0,3.0,7.0,4.0,0.0,3.0,460
6.4,85,2.3,0.0,3.0,7.0,1.0,0.0,3.0,354
6.4,84,1.4,0.0,3.0,1.0,1.0,0.0,3.0,372
6.4,82,1.2,0.0,3.0,1.0,1.0,0.0,3.0,267
6.0,82,1.3,0.0,3.0,1.0,1.0,0.0,3.0,195
5.5,83,0.9,0.0,3.0,1.0,1.0,0.0,3.0,139
5.3,82,1.0,0.0,3.0,1.0,1.0,0.0,3.0,90
5.0,83,0.7,0.0,3.0,1.0,1.0,0.0,3.0,60
4.6,84,0.7,0.0,3.0,1.0,1.0,0.0,3.0,71
4.7,82,1.3,0.02,3.0,1.0,2.0,0.0,3.0,137
5.0,79,1.1,0.23,3.0,1.0,2.0,0.0,3.0,225
6.3,73,1.3,0.79,3.0,1.0,2.0,0.0,3.0,331
8.4,65,1.8,1.67,3.0,1.0,2.0,0.0,3.0,359
10.7,56,2.0,2.27,3.0,1.0,,0.0,3.0,466
12.7,45,1.3,2.63,3.0,1.0,,0.0,3.0,626
14.6,38,1.9,2.75,3.0,1.0,,0.0,3.0,784
16.1,37,2.4,2.62,3.0,1.0,,0.0,3.0,882
16.7,38,3.1,2.27,3.0,1.0,,0.0,3.0,960
16.5,39,3.1,1.91,3.0,1.0,,0.0,3.0,1031
15.8,40,2.3,1.28,3.0,1.0,4.0,0.0,3.0,911
14.4,44,2.7,0.6,3.0,1.0,4.0,0.0,3.0,768
12.6,59,2.5,0.08,3.0,1.0,4.0,0.0,3.0,571
10.7,70,2.8,0.0,3.0,1.0,4.0,0.0,3.0,502
9.8,74,2.2,0.0,3.0,1.0,4.0,0.0,3.0,456
8.8,79,2.0,0.0,3.0,1.0,4.0,0.0,3.0,424
8.0,82,1.3,0.0,3.0,1.0,1.0,0.0,3.0,336
7.1,84,2.3,0.0,3.0,2.0,1.0,0.0,3.0,244
6.3,87,1.8,0.0,3.0,2.0,1.0,0.0,3.0,185
5.4,95,1.5,0.0,3.0,2.0,1.0,0.0,3.0,93
5.5,96,1.6,0.0,3.0,2.0,1.0,0.0,3.0,62
5.5,96,2.0,0.0,3.0,2.0,1.0,0.0,3.0,65
5.4,97,1.5,0.0,3.0,2.0,1.0,0.0,3.0,98
5.7,97,0.5,0.0,3.0,2.0,1.0,0.0,3.0,227
6.0,96,0.6,0.0,3.0,2.0,2.0,0.0,3.0,581
6.4,90,1.4,0.13,3.0,2.0,2.0,0.0,3.0,983
7.6,82,0.7,0.55,3.0,2.0,2.0,0.0,3.0,540
10.0,70,1.0,1.57,3.0,2.0,2.0,0.0,3.0,415
12.6,60,2.4,2.23,3.0,2.0,,0.0,3.0,422
14.6,53,2.5,2.65,3.0,2.0,,0.0,3.0,492
16.0,47,2.5,2.8,3.0,2.0,,0.0,3.0,504
17.4,39,2.9,2.7,3.0,2.0,,0.0,3.0,575
17.6,33,3.6,2.44,3.0,2.0,,0.0,3.0,604
17.7,33,3.4,1.96,3.0,2.0,,0.0,3.0,819
17.1,31,3.3,1.33,3.0,2.0,4.0,0.0,3.0,925
16.0,33,2.9,0.6,3.0,2.0,4.0,0.0,3.0,1477
14.3,37,3.1,0.1,3.0,2.0,4.0,0.0,3.0,1031
12.9,42,2.8,0.0,3.0,2.0,4.0,0.0,3.0,835
11.6,54,1.5,0.0,3.0,2.0,4.0,0.0,3.0,798
10.7,58,1.4,0.0,3.0,2.0,4.0,0.0,3.0,662
9.8,62,0.6,0.0,3.0,2.0,1.0,0.0,3.0,447
9.0,68,1.1,0.0,3.0,3.0,1.0,0.0,3.0,380
8.7,70,0.9,0.0,3.0,3.0,1.0,0.0,3.0,278
8.3,70,0.8,0.0,3.0,3.0,1.0,0.0,3.0,163
8.1,71,0.9,0.0,3.0,3.0,1.0,0.0,3.0,127
7.8,70,0.3,0.0,3.0,3.0,1.0,0.0,3.0,95
8.0,63,0.8,0.0,3.0,3.0,1.0,0.0,3.0,110
8.1,66,0.6,0.0,3.0,3.0,1.0,0.0,3.0,231
8.5,67,0.7,0.02,3.0,3.0,2.0,0.0,3.0,705
9.3,62,0.6,0.25,3.0,3.0,2.0,0.0,3.0,1201
11.6,51,0.8,0.84,3.0,3.0,2.0,0.0,3.0,699
13.9,40,0.8,1.6,3.0,3.0,2.0,0.0,3.0,462
15.8,40,1.9,1.95,3.0,3.0,,0.0,3.0,560
16.7,47,2.4,1.76,3.0,3.0,,0.0,3.0,586
18.6,46,2.1,2.54,3.0,3.0,,0.0,3.0,563
19.4,45,2.0,2.05,3.0,3.0,,0.0,3.0,618
19.9,45,2.7,1.79,3.0,3.0,,0.0,3.0,636
19.5,50,3.4,1.6,3.0,3.0,,0.0,3.0,774
18.4,54,3.2,1.05,3.0,3.0,4.0,0.0,3.0,960
16.8,60,3.1,0.46,3.0,3.0,4.0,0.0,3.0,1521
15.0,67,2.6,0.07,3.0,3.0,4.0,0.0,3.0,1020
13.9,72,2.4,0.0,3.0,3.0,4.0,0.0,3.0,864
13.4,73,1.5,0.0,3.0,3.0,4.0,0.0,3.0,866
12.9,75,1.3,0.0,3.0,3.0,4.0,0.0,3.0,764
12.4,74,1.5,0.0,3.0,3.0,1.0,0.0,3.0,527
12.0,76,0.8,0.0,3.0,4.0,1.0,0.0,3.0,400
11.6,74,1.2,0.0,3.0,4.0,1.0,0.0,3.0,337
11.5,75,1.9,0.0,3.0,4.0,1.0,0.0,3.0,225
10.9,79,0.8,0.0,3.0,4.0,1.0,0.0,3.0,150
10.6,77,0.9,0.0,3.0,4.0,1.0,0.0,3.0,104
10.2,80,0.8,0.0,3.0,4.0,1.0,0.0,3.0,107
9.6,84,0.7,0.0,3.0,4.0,1.0,0.0,3.0,258
9.6,82,1.1,0.04,3.0,4.0,2.0,0.0,3.0,741
10.3,77,0.7,0.37,3.0,4.0,2.0,0.0,3.0,1353
12.4,66,1.0,0.91,3.0,4.0,2.0,0.0,3.0,723
14.7,62,2.9,1.59,3.0,4.0,2.0,0.0,3.0,494
15.6,60,3.7,1.44,3.0,4.0,,0.0,3.0,588
16.5,57,3.8,1.55,3.0,4.0,,0.0,3.0,629
17.5,54,3.1,1.63,3.0,4.0,,0.0,3.0,723
18.6,46,4.4,2.14,3.0,4.0,,0.0,3.0,698
18.2,45,4.1,1.86,3.0,4.0,,0.0,3.0,785
18.3,43,4.3,1.3,3.0,4.0,,0.0,3.0,943
17.6,45,4.2,0.7,3.0,4.0,4.0,0.0,3.0,1221
17.0,53,3.1,0.35,3.0,4.0,4.0,0.0,3.0,1839
16.0,60,2.8,0.06,3.0,4.0,4.0,0.0,3.0,1288
15.2,65,2.2,0.0,3.0,4.0,4.0,0.0,3.0,1133
14.2,70,0.8,0.0,3.0,4.0,4.0,0.0,3.0,1035
13.6,73,2.0,0.0,3.0,4.0,4.0,0.0,3.0,907
13.5,74,1.2,0.0,3.0,4.0,1.0,0.0,3.0,614
13.4,77,1.5,0.0,3.0,5.0,1.0,0.0,3.0,466
13.0,81,1.9,0.0,3.0,5.0,1.0,0.0,3.0,390
12.9,83,1.6,0.0,3.0,5.0,1.0,0.0,3.0,254
12.7,80,0.4,0.0,3.0,5.0,1.0,0.0,3.0,170
12.8,81,0.2,0.0,3.0,5.0,1.0,0.0,3.0,109
12.7,83,0.8,0.0,3.0,5.0,1.0,0.0,3.0,106
12.6,83,0.5,0.0,3.0,5.0,1.0,0.0,3.0,274
12.8,82,0.6,0.01,3.0,5.0,2.0,0.0,3.0,781
13.3,80,1.2,0.14,3.0,5.0,2.0,0.0,3.0,1281
13.5,79,1.9,0.2,3.0,5.0,2.0,0.0,3.0,757
15.0,69,1.5,1.02,3.0,5.0,2.0,0.0,3.0,482
16.1,63,1.2,1.08,3.0,5.0,,0.0,3.0,583
18.2,55,2.3,2.24,3.0,5.0,,0.0,3.0,714
19.5,48,1.9,2.32,3.0,5.0,,0.0,3.0,716
20.2,47,2.4,2.3,3.0,5.0,,0.0,3.0,711
20.8,42,3.1,2.1,3.0,5.0,,0.0,3.0,781
20.7,38,2.2,1.63,3.0,5.0,,0.0,3.0,957
20.3,48,2.8,1.14,3.0,5.0,4.0,0.0,3.0,1194
19.1,47,2.4,0.57,3.0,5.0,4.0,0.0,3.0,1776
17.5,61,2.2,0.11,3.0,5.0,4.0,0.0,3.0,1260
15.6,64,2.7,0.0,3.0,5.0,4.0,0.0,3.0,1079
14.4,66,1.7,0.0,3.0,5.0,4.0,0.0,3.0,1046
13.3,71,2.1,0.0,3.0,5.0,4.0,0.0,3.0,949
12.7,75,1.6,0.0,3.0,5.0,1.0,0.0,3.0,614
11.8,78,0.6,0.0,3.0,6.0,1.0,0.0,3.0,490
11.4,77,0.7,0.0,3.0,6.0,1.0,0.0,3.0,401
10.8,72,0.4,0.0,3.0,6.0,1.0,0.0,3.0,261
10.3,68,0.7,0.0,3.0,6.0,1.0,0.0,3.0,184
9.9,67,1.1,0.0,3.0,6.0,1.0,0.0,3.0,115
10.4,62,1.8,0.0,3.0,6.0,1.0,0.0,3.0,117
10.3,70,1.2,0.0,3.0,6.0,1.0,0.0,3.0,284
10.5,70,1.1,0.04,3.0,6.0,2.0,0.0,3.0,747
11.5,60,1.6,0.42,3.0,6.0,2.0,0.0,3.0,1406
13.7,46,1.3,1.08,3.0,6.0,2.0,0.0,3.0,772
16.0,29,1.4,1.79,3.0,6.0,2.0,0.0,3.0,583
17.8,26,2.6,2.37,3.0,6.0,,0.0,3.0,739
19.1,26,1.6,2.73,3.0,6.0,,0.0,3.0,939
20.3,27,1.4,2.87,3.0,6.0,,0.0,3.0,860
21.0,28,2.8,2.75,3.0,6.0,,0.0,3.0,965
21.8,28,2.3,2.4,3.0,6.0,,0.0,3.0,1068
20.7,36,3.6,1.82,3.0,6.0,,0.0,3.0,1156
19.4,45,2.9,1.13,3.0,6.0,4.0,0.0,3.0,1460
17.4,57,3.1,0.52,3.0,6.0,4.0,0.0,3.0,1935
